review_text,label,label_text,ground_truth,predicted_sentiment,latency_seconds,consistency_run_labels,raw_model_outputs
"uplifting as only a document of the worst possibilities of mankind can be , and among the best films of the year .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.7191483974456787,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]"
"it never is , not fully .",2,neutral,NEUTRAL,NEGATIVE,0.63181471824646,NEGATIVE | NEGATIVE | VERY NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]"
"if the movie were all comedy , it might work better .",2,neutral,NEUTRAL,NEGATIVE,0.6574585437774658,NEGATIVE | VERY NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[NEGATIVE]"
"a passable romantic comedy , in need of another couple of passes through the word processor .",2,neutral,NEUTRAL,NEUTRAL,0.7103636264801025,NEUTRAL | NEGATIVE | NEUTRAL,"[NEUTRAL]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEUTRAL]"
translation : ` we do n't need to try very hard . ',1,negative,NEGATIVE,VERY NEGATIVE,0.6691477298736572,VERY NEGATIVE | NEGATIVE | VERY NEGATIVE,"[VERY_NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]"
"mr. deeds is , as comedy goes , very silly -- and in the best way .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.7194788455963135,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]"
"a kilted jackson is an unsettling sight , and indicative of his , if you will , out-of-kilter character , who rambles aimlessly through ill-conceived action pieces .",1,negative,NEGATIVE,VERY NEGATIVE,0.7568724155426025,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]"
"once one experiences mr. haneke 's own sadistic tendencies toward his audience , one is left with a sour taste in one 's mouth , and little else .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.7680661678314209,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]"
and that is where ararat went astray .,1,negative,NEGATIVE,NEGATIVE,0.6509189605712891,NEGATIVE | NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
the drama discloses almost nothing .,1,negative,NEGATIVE,NEGATIVE,0.6008036136627197,NEGATIVE | NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
top-notch action powers this romantic drama .,4,very positive,VERY POSITIVE,VERY POSITIVE,0.7701997756958008,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
the irwins ' scenes are fascinating ; the movie as a whole is cheap junk and an insult to their death-defying efforts .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.8905723094940186,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]"
criminal conspiracies and true romances move so easily across racial and cultural lines in the film that it makes my big fat greek wedding look like an apartheid drama .,3,positive,POSITIVE,VERY POSITIVE,0.8882520198822021,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]"
woody allen can write and deliver a one liner as well as anybody .,4,very positive,VERY POSITIVE,VERY POSITIVE,0.8193912506103516,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
what might have been acceptable on the printed page of iles ' book does not translate well to the screen .,0,very negative,VERY NEGATIVE,NEGATIVE,0.7799859046936035,NEGATIVE | NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
"this is a visually stunning rumination on love , memory , history and the war between art and commerce .",3,positive,POSITIVE,VERY POSITIVE,0.847853422164917,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
"no , i hate it .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.7176978588104248,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]"
"why , you may ask , why should you buy the movie milk when the tv cow is free ?",1,negative,NEGATIVE,VERY NEGATIVE,0.7103185653686523,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]"
"no french people were harmed during the making of this movie , but they were insulted and the audience was put through torture for an hour and a half .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.7518210411071777,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]"
-lrb- reno -rrb- delivers a monologue that manages to incorporate both the horror and the absurdity of the situation in a well-balanced fashion .,3,positive,POSITIVE,VERY POSITIVE,0.7584667205810547,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]"
"a brisk , reverent , and subtly different sequel .",4,very positive,VERY POSITIVE,POSITIVE,0.64581298828125,POSITIVE | POSITIVE | POSITIVE,"[POSITIVE]

--- RUN ---

[POSITIVE]

--- RUN ---

[POSITIVE]"
"as quiet , patient and tenacious as mr. lopez himself , who approaches his difficult , endless work with remarkable serenity and discipline .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.7415108680725098,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]"
the movie plays up the cartoon 's more obvious strength of snazziness while neglecting its less conspicuous writing strength .,2,neutral,NEUTRAL,NEGATIVE,0.6763226985931396,NEGATIVE | NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
a crisply made movie that is no more than mildly amusing .,2,neutral,NEUTRAL,NEUTRAL,0.6870644092559814,NEUTRAL | NEUTRAL | NEUTRAL,"[NEUTRAL]

--- RUN ---

[NEUTRAL]

--- RUN ---

[NEUTRAL]"
"every moment crackles with tension , and by the end of the flick , you 're on the edge of your seat .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.7154674530029297,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
an hour and a half of joyful solo performance .,4,very positive,VERY POSITIVE,VERY POSITIVE,0.6926782131195068,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]"
"a moving tale of love and destruction in unexpected places , unexamined lives .",3,positive,POSITIVE,VERY POSITIVE,0.6820321083068848,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
that the chuck norris `` grenade gag '' occurs about 7 times during windtalkers is a good indication of how serious-minded the film is .,2,neutral,NEUTRAL,VERY NEGATIVE,0.7511539459228516,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]"
"what with the incessant lounge music playing in the film 's background , you may mistake love liza for an adam sandler chanukah song .",2,neutral,NEUTRAL,VERY NEGATIVE,0.7632095813751221,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]"
"with a confrontational stance , todd solondz takes aim on political correctness and suburban families .",2,neutral,NEUTRAL,VERY POSITIVE,0.7135801315307617,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
"sometimes entertaining , sometimes indulgent -- but never less than pure wankery .",2,neutral,NEUTRAL,VERY NEGATIVE,0.6885244846343994,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]"
"this is an exercise in chilling style , and twohy films the sub , inside and out , with an eye on preserving a sense of mystery .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.7678790092468262,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]"
"you see robin williams and psycho killer , and you think , hmmmmm .",2,neutral,NEUTRAL,VERY POSITIVE,0.7236502170562744,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
"an enormously entertaining movie , like nothing we 've ever seen before , and yet completely familiar .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.7266042232513428,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
"at least it 's a fairly impressive debut from the director , charles stone iii .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.7214443683624268,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
a lyrical metaphor for cultural and personal self-discovery and a picaresque view of a little-remembered world .,3,positive,POSITIVE,VERY POSITIVE,0.7571494579315186,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
"for a long time the film succeeds with its dark , delicate treatment of these characters and its unerring respect for them .",3,positive,POSITIVE,VERY POSITIVE,0.7469403743743896,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
"maid in manhattan might not look so appealing on third or fourth viewing down the road ... but as a high concept vehicle for two bright stars of the moment who can rise to fans ' lofty expectations , the movie passes inspection .",2,neutral,NEUTRAL,VERY POSITIVE,0.8933820724487305,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
"um , no. .",2,neutral,NEUTRAL,NEGATIVE,0.6546216011047363,NEGATIVE | NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
"unfortunately , there is almost nothing in this flat effort that will amuse or entertain them , either .",1,negative,NEGATIVE,NEGATIVE,0.7214376926422119,NEGATIVE | VERY NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]

--- RUN ---

[NEGATIVE]"
"a woefully dull , redundant concept that bears more than a whiff of exploitation , despite iwai 's vaunted empathy .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.7819390296936035,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]"
"a perfectly acceptable , perfectly bland , competently acted but by no means scary horror movie .",2,neutral,NEUTRAL,NEGATIVE,0.6547894477844238,NEGATIVE | NEGATIVE | NEUTRAL,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEUTRAL]"
"béart and berling are both superb , while huppert ... is magnificent .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.6943790912628174,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
"if damon and affleck attempt another project greenlight , next time out they might try paying less attention to the miniseries and more attention to the film it is about .",1,negative,NEGATIVE,VERY POSITIVE,0.7528865337371826,VERY NEGATIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_NEGATIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
` what 's the russian word for wow !? ',3,positive,POSITIVE,VERY POSITIVE,0.6997559070587158,NEUTRAL | VERY POSITIVE | VERY POSITIVE,"[NEUTRAL]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
"jones helps breathe some life into the insubstantial plot , but even he is overwhelmed by predictability .",2,neutral,NEUTRAL,NEGATIVE,0.6772322654724121,NEGATIVE | NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
the most repugnant adaptation of a classic text since roland joffé and demi moore 's the scarlet letter .,1,negative,NEGATIVE,VERY NEGATIVE,0.7622964382171631,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]"
"soulless and -- even more damning -- virtually joyless , xxx achieves near virtuosity in its crapulence .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.7490699291229248,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]"
"-lrb- `` safe conduct '' -rrb- is a long movie at 163 minutes but it fills the time with drama , romance , tragedy , bravery , political intrigue , partisans and sabotage .",3,positive,POSITIVE,VERY POSITIVE,0.8502161502838135,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY POSITIVE]"
lacks the inspiration of the original and has a bloated plot that stretches the running time about 10 minutes past a child 's interest and an adult 's patience .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.7915072441101074,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]"
"with an admirably dark first script by brent hanley , paxton , making his directorial feature debut , does strong , measured work .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.7638149261474609,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
"with a cast of a-list brit actors , it is worth searching out .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.7011594772338867,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
"i did go back and check out the last 10 minutes , but these were more repulsive than the first 30 or 40 minutes .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.7651462554931641,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]"
nolan proves that he can cross swords with the best of them and helm a more traditionally plotted popcorn thriller while surrendering little of his intellectual rigor or creative composure .,4,very positive,VERY POSITIVE,VERY POSITIVE,0.795403003692627,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
there 's not a comedic moment in this romantic comedy .,0,very negative,VERY NEGATIVE,NEGATIVE,0.6513793468475342,NEGATIVE | NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
"analyze that regurgitates and waters down many of the previous film 's successes , with a few new swings thrown in .",2,neutral,NEUTRAL,NEGATIVE,0.6862783432006836,NEGATIVE | NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
nothing about this movie works .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.670738935470581,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]"
"the members manage to pronounce kok exactly as you think they might , thus giving the cast ample opportunity to use that term as often as possible .",2,neutral,NEUTRAL,NEUTRAL,0.7367699146270752,NEUTRAL | NEUTRAL | NEUTRAL,"[NEUTRAL]

--- RUN ---

[NEUTRAL]

--- RUN ---

[NEUTRAL]"
the film is one of the year 's best .,4,very positive,VERY POSITIVE,VERY POSITIVE,0.677473783493042,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
caine makes us watch as his character awakens to the notion that to be human is eventually to have to choose .,3,positive,POSITIVE,VERY POSITIVE,0.6982529163360596,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
"in other words , it 's badder than bad .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.7073540687561035,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]"
vincent gallo is right at home in this french shocker playing his usual bad boy weirdo role .,3,positive,POSITIVE,POSITIVE,0.7095668315887451,POSITIVE | POSITIVE | VERY POSITIVE,"[POSITIVE]

--- RUN ---

[POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
fun and nimble .,4,very positive,VERY POSITIVE,POSITIVE,0.6165692806243896,POSITIVE | POSITIVE | POSITIVE,"[POSITIVE]

--- RUN ---

[POSITIVE]

--- RUN ---

[POSITIVE]"
"seagal ran out of movies years ago , and this is just the proof .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.6788158416748047,VERY NEGATIVE | NEGATIVE | VERY NEGATIVE,"[VERY_NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]"
"the re-release of ron howard 's apollo 13 in the imax format proves absolutely that really , really , really good things can come in enormous packages .",3,positive,POSITIVE,VERY POSITIVE,0.7792618274688721,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY POSITIVE]"
most folks with a real stake in the american sexual landscape will find it either moderately amusing or just plain irrelevant .,2,neutral,NEUTRAL,NEUTRAL,0.7318482398986816,NEUTRAL | NEUTRAL | NEUTRAL,"[NEUTRAL]

--- RUN ---

[NEUTRAL]

--- RUN ---

[NEUTRAL]"
frank mcklusky c.i. is that movie !,2,neutral,NEUTRAL,VERY POSITIVE,0.7179515361785889,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
the most surprising thing about this film is that they are actually releasing it into theaters .,0,very negative,VERY NEGATIVE,VERY POSITIVE,0.736058235168457,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
it 's not too fast and not too slow .,3,positive,POSITIVE,NEUTRAL,0.7506518363952637,NEUTRAL | NEUTRAL | NEUTRAL,"[NEUTRAL]

--- RUN ---

[NEUTRAL]

--- RUN ---

[NEUTRAL]"
makes 98 minutes feel like three hours .,0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.7028713226318359,NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]

--- RUN ---

[VERY NEGATIVE]"
drumline ably captures the complicated relationships in a marching band .,3,positive,POSITIVE,POSITIVE,0.6896076202392578,POSITIVE | POSITIVE | NEUTRAL,"[POSITIVE]

--- RUN ---

[POSITIVE]

--- RUN ---

[NEUTRAL]"
"ice age is the first computer-generated feature cartoon to feel like other movies , and that makes for some glacial pacing early on .",2,neutral,NEUTRAL,NEGATIVE,0.7311711311340332,NEGATIVE | NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
... may work as an addictive guilty pleasure but the material never overcomes its questionable satirical ambivalence .,1,negative,NEGATIVE,VERY NEGATIVE,0.7468838691711426,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]

--- RUN ---

[VERY NEGATIVE]"
"the filmmakers know how to please the eye , but it is not always the prettiest pictures that tell the best story .",3,positive,POSITIVE,NEUTRAL,0.7515449523925781,NEUTRAL | NEUTRAL | NEUTRAL,"[NEUTRAL]

--- RUN ---

[NEUTRAL]

--- RUN ---

[NEUTRAL]"
a visual spectacle full of stunning images and effects .,4,very positive,VERY POSITIVE,VERY POSITIVE,0.729130744934082,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
why ?,1,negative,NEGATIVE,NEGATIVE,0.6492409706115723,NEUTRAL | NEGATIVE | NEGATIVE,"[NEUTRAL]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
the santa clause 2 proves itself a more streamlined and thought out encounter than the original could ever have hoped to be .,3,positive,POSITIVE,VERY POSITIVE,0.7525503635406494,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
woody allen has really found his groove these days .,4,very positive,VERY POSITIVE,VERY POSITIVE,0.713571310043335,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
"dense , exhilarating documentary .",3,positive,POSITIVE,VERY POSITIVE,0.7242093086242676,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]"
and a very rainy day .,2,neutral,NEUTRAL,NEUTRAL,0.7229008674621582,NEUTRAL | NEUTRAL | NEUTRAL,"[NEUTRAL]

--- RUN ---

[NEUTRAL]

--- RUN ---

[NEUTRAL]"
"while the story is better-focused than the incomprehensible anne rice novel it 's based upon , queen of the damned is a pointless , meandering celebration of the goth-vampire , tortured woe-is-me lifestyle .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.8662087917327881,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]"
schrader examines crane 's decline with unblinking candor .,3,positive,POSITIVE,VERY POSITIVE,0.7179841995239258,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
"in the end , the movie bogs down in insignificance , saying nothing about kennedy 's assassination and revealing nothing about the pathology it pretends to investigate .",0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.7621634006500244,VERY NEGATIVE | VERY NEGATIVE | NEGATIVE,"[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]

--- RUN ---

[NEGATIVE]"
"the entire cast is first-rate , especially sorvino .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.7076921463012695,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
"there 's some outrageously creative action in the transporter ... -lrb- b -rrb- ut by the time frank parachutes down onto a moving truck , it 's just another cartoon with an unstoppable superman .",1,negative,NEGATIVE,VERY NEGATIVE,0.8428065776824951,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]

--- RUN ---

[VERY NEGATIVE]"
a captivating and intimate study about dying and loving ...,4,very positive,VERY POSITIVE,VERY POSITIVE,0.6932501792907715,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY POSITIVE]"
a collage of clichés and a dim echo of allusions to other films .,1,negative,NEGATIVE,NEGATIVE,0.6523573398590088,NEGATIVE | NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
"as the movie traces mr. brown 's athletic exploits , it is impossible not to be awed by the power and grace of one of the greatest natural sportsmen of modern times .",4,very positive,VERY POSITIVE,VERY POSITIVE,0.7630860805511475,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]

--- RUN ---

[VERY POSITIVE]"
about one in three gags in white 's intermittently wise script hits its mark ; the rest are padding unashamedly appropriated from the teen-exploitation playbook .,1,negative,NEGATIVE,VERY NEGATIVE,0.7891128063201904,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]"
"i 'm convinced i could keep a family of five blind , crippled , amish people alive in this situation better than these british soldiers do at keeping themselves kicking .",1,negative,NEGATIVE,VERY NEGATIVE,0.7835028171539307,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]

--- RUN ---

[VERY NEGATIVE]"
it 's always disappointing when a documentary fails to live up to -- or offer any new insight into -- its chosen topic .,0,very negative,VERY NEGATIVE,NEGATIVE,0.7056417465209961,NEGATIVE | NEGATIVE | NEGATIVE,"[NEGATIVE]

--- RUN ---

[NEGATIVE]

--- RUN ---

[NEGATIVE]"
it 's probably not easy to make such a worthless film ...,0,very negative,VERY NEGATIVE,VERY NEGATIVE,0.6992251873016357,VERY NEGATIVE | VERY NEGATIVE | VERY NEGATIVE,"[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]

--- RUN ---

[VERY_NEGATIVE]"
"by turns fanciful , grisly and engagingly quixotic .",3,positive,POSITIVE,VERY POSITIVE,0.6945056915283203,VERY POSITIVE | VERY POSITIVE | VERY POSITIVE,"[VERY POSITIVE]

--- RUN ---

[VERY_POSITIVE]

--- RUN ---

[VERY_POSITIVE]"
"same song , second verse , coulda been better , but it coulda been worse .",2,neutral,NEUTRAL,NEUTRAL,0.7334408760070801,NEUTRAL | NEUTRAL | NEUTRAL,"[NEUTRAL]

--- RUN ---

[NEUTRAL]

--- RUN ---

[NEUTRAL]"
